scope,encoder,projection_seed,target_domain,readout,metric,shortlist_size,overlap_count,union_size,jaccard,mmd_missed_top_q,a_missed_top_q,a_rescued_top_q,mmd_rescued_top_q,a_rescued_fractional_top_q,mmd_rescued_fractional_top_q,omission_reduction_from_union,a_only_better_than_mmd_choice,top_q_boundary_ties,has_a_rescue,has_mmd_rescue,a_rescues_any_oracle,mmd_rescues_any_oracle,union_selects_a_only,union_better_than_mmd,union_worse_than_mmd,union_better_than_matched_mmd,union_worse_than_matched_mmd,a_rescue_reaches_final_improvement,a_only_top_q,mmd_only_top_q,mmd_choice,union_choice
base_seed_control,resnet50,20260911,clipart,ridge,error_rate,10,2,18,0.1111111111111111,9,10,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,True,False,[],"[""infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle""]",infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,resnet50,20260911,clipart,ridge,error_rate,25,9,41,0.21951219512195122,8,7,2,1,2.0,1.0,0.0166015625,2,1,True,True,True,False,True,True,False,True,False,True,"[""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_middle""]","[""infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle""]",painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,ridge,error_rate,50,27,73,0.3698630136986301,5,3,2,0,2.0,0.0,0.00244140625,2,1,True,False,True,False,True,True,False,False,True,True,"[""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle""]",[],real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_middle,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,resnet50,20260911,clipart,ridge,error_rate,100,73,127,0.5748031496062992,0,2,0,2,0.0,2.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""real__clip_pc1_low|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle""]",real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,resnet50,20260911,clipart,ridge,error_rate,227,210,244,0.860655737704918,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,resnet50,20260911,clipart,logistic,brier_score,10,2,18,0.1111111111111111,9,10,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,True,False,[],"[""infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]",infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,brier_score,25,9,41,0.21951219512195122,8,6,3,1,3.0,1.0,0.0068936449946972456,1,1,True,True,False,False,True,True,False,False,True,True,"[""real__clip_pc1_high|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_middle""]","[""infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]",painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,brier_score,50,27,73,0.3698630136986301,4,4,3,3,3.0,3.0,0.0,0,1,True,True,False,False,False,False,False,False,False,False,"[""real__clip_pc1_high|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle""]","[""infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""infograph__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low"", ""painting__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]",real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,brier_score,100,73,127,0.5748031496062992,1,2,1,2,1.0,2.0,0.0,0,1,True,True,False,False,False,False,False,False,False,False,"[""real__clip_pc1_high|real__clip_pc1_low|real__clip_pc1_middle""]","[""infograph__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle""]",real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,brier_score,227,210,244,0.860655737704918,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,nll,10,2,18,0.1111111111111111,9,10,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,True,False,[],"[""infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]",infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,nll,25,9,41,0.21951219512195122,8,7,2,1,2.0,1.0,0.036035912860231445,1,1,True,True,True,False,True,True,False,True,False,True,"[""painting__clip_pc1_middle|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]","[""infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]",painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,nll,50,27,73,0.3698630136986301,6,5,3,2,3.0,2.0,0.036035912860231445,1,1,True,True,True,False,True,True,False,False,False,True,"[""painting__clip_pc1_middle|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle""]","[""infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""infograph__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low""]",painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,nll,100,73,127,0.5748031496062992,1,3,1,3,1.0,3.0,0.0,0,1,True,True,False,False,False,False,False,False,False,False,"[""painting__clip_pc1_middle|real__clip_pc1_low|real__clip_pc1_middle""]","[""infograph__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_low|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle""]",real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,nll,227,210,244,0.860655737704918,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,error_rate,10,2,18,0.1111111111111111,10,10,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,True,False,[],[],infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,error_rate,25,9,41,0.21951219512195122,9,6,3,0,3.0,0.0,0.03173828125,1,1,True,False,True,False,True,True,False,True,False,True,"[""infograph__clip_pc1_high|real__clip_pc1_high|real__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_middle""]",[],painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,error_rate,50,27,73,0.3698630136986301,6,4,3,1,3.0,1.0,0.013671875,1,1,True,True,True,False,True,True,False,False,False,True,"[""infograph__clip_pc1_high|real__clip_pc1_high|real__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle""]","[""painting__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]",real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,error_rate,100,73,127,0.5748031496062992,0,3,0,3,0.0,3.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""infograph__clip_pc1_low|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_low|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle""]",real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,clipart,logistic,error_rate,227,210,244,0.860655737704918,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,brier_score,10,0,20,0.0,10,8,2,0,2.0,0.0,7.222894166170057e-05,2,1,True,False,False,False,True,True,False,True,False,True,"[""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_middle""]",[],clipart__clip_pc1_low|clipart__clip_pc1_middle|real__clip_pc1_middle,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,brier_score,25,4,46,0.08695652173913043,10,7,3,0,3.0,0.0,6.876873908634451e-05,3,1,True,False,False,False,True,True,False,True,False,True,"[""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_middle"", ""clipart__clip_pc1_low|real__clip_pc1_low|real__clip_pc1_middle""]",[],clipart__clip_pc1_low|clipart__clip_pc1_middle|real__clip_pc1_middle,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,brier_score,50,19,81,0.2345679012345679,8,4,5,1,5.0,1.0,0.0,1,1,True,True,False,True,True,True,False,True,False,True,"[""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_middle"", ""clipart__clip_pc1_low|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low""]","[""clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,brier_score,100,64,136,0.47058823529411764,4,1,4,1,4.0,1.0,0.0,1,1,True,True,False,False,True,True,False,False,False,True,"[""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]","[""clipart__clip_pc1_low|real__clip_pc1_low|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,brier_score,227,219,235,0.9319148936170213,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,nll,10,0,20,0.0,10,8,2,0,2.0,0.0,0.003011586160555524,2,1,True,False,True,False,True,True,False,True,False,True,"[""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_middle""]",[],clipart__clip_pc1_low|clipart__clip_pc1_middle|real__clip_pc1_middle,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,nll,25,4,46,0.08695652173913043,10,7,3,0,3.0,0.0,0.002703939831890878,3,1,True,False,True,False,True,True,False,True,False,True,"[""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_middle"", ""clipart__clip_pc1_low|real__clip_pc1_low|real__clip_pc1_middle""]",[],clipart__clip_pc1_low|clipart__clip_pc1_middle|real__clip_pc1_middle,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,nll,50,19,81,0.2345679012345679,8,3,6,1,6.0,1.0,0.00010650386862209871,1,1,True,True,True,False,True,True,False,True,False,True,"[""clipart__clip_pc1_low|painting__clip_pc1_middle|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_middle"", ""clipart__clip_pc1_low|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low""]","[""clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,nll,100,64,136,0.47058823529411764,5,1,5,1,5.0,1.0,0.00010650386862209871,1,1,True,True,True,False,True,True,False,False,False,True,"[""clipart__clip_pc1_low|painting__clip_pc1_middle|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|real__clip_pc1_middle"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]","[""clipart__clip_pc1_low|real__clip_pc1_low|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,nll,227,219,235,0.9319148936170213,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,error_rate,10,0,20,0.0,10,10,0,0,0.0,0.0,0.009765625,6,2,False,False,False,False,True,True,False,True,False,False,[],[],clipart__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_middle,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,error_rate,25,4,46,0.08695652173913043,9,9,1,1,1.0,1.0,0.0,3,2,True,True,False,False,True,True,False,True,False,False,"[""clipart__clip_pc1_middle|real__clip_pc1_high|real__clip_pc1_low""]","[""clipart__clip_pc1_low|clipart__clip_pc1_middle|painting__clip_pc1_middle""]",clipart__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_middle,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,ridge,error_rate,50,19,81,0.2345679012345679,6,7,3,4,3.0,4.0,0.00537109375,7,2,True,True,True,False,True,True,False,True,False,False,"[""clipart__clip_pc1_low|painting__clip_pc1_middle|real__clip_pc1_low"", ""clipart__clip_pc1_middle|painting__clip_pc1_middle|real__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_high|real__clip_pc1_low""]","[""clipart__clip_pc1_low|clipart__clip_pc1_middle|painting__clip_pc1_middle"", ""clipart__clip_pc1_low|painting__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|painting__clip_pc1_middle|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_low|sketch__clip_pc1_middle,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,resnet50,20260911,infograph,ridge,error_rate,100,64,136,0.47058823529411764,3,1,3,1,3.0,1.0,0.00439453125,2,2,True,True,True,False,False,False,False,False,False,False,"[""clipart__clip_pc1_low|painting__clip_pc1_middle|real__clip_pc1_low"", ""painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]","[""clipart__clip_pc1_middle|painting__clip_pc1_middle|sketch__clip_pc1_low""]",painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_middle,painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,resnet50,20260911,infograph,ridge,error_rate,227,219,235,0.9319148936170213,0,0,0,0,0.0,0.0,0.0,0,2,False,False,False,False,False,False,False,False,False,False,[],[],painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_middle,painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,resnet50,20260911,infograph,logistic,brier_score,10,0,20,0.0,10,9,1,0,1.0,0.0,0.007509896906072067,2,1,True,False,False,False,True,True,False,True,False,True,"[""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low""]",[],clipart__clip_pc1_middle|real__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,logistic,brier_score,25,4,46,0.08695652173913043,9,9,1,1,1.0,1.0,0.0036449890825399622,3,1,True,True,False,False,True,True,False,True,False,True,"[""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low""]","[""clipart__clip_pc1_low|clipart__clip_pc1_middle|real__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|real__clip_pc1_high,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,logistic,brier_score,50,19,81,0.2345679012345679,5,7,2,4,2.0,4.0,0.0010674649897933763,2,1,True,True,False,False,True,True,False,True,False,True,"[""clipart__clip_pc1_low|painting__clip_pc1_middle|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low""]","[""clipart__clip_pc1_low|clipart__clip_pc1_middle|real__clip_pc1_low"", ""clipart__clip_pc1_low|painting__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,resnet50,20260911,infograph,logistic,brier_score,100,64,136,0.47058823529411764,4,2,4,2,4.0,2.0,0.0001386671852129373,3,1,True,True,True,False,True,True,False,False,False,True,"[""clipart__clip_pc1_low|painting__clip_pc1_middle|real__clip_pc1_low"", ""clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low"", ""painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]","[""clipart__clip_pc1_low|real__clip_pc1_low|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low
